,出现次数,标签占比,标签召回率,标签查准率,品类,品类占比,品类召回率,品类查准率,机审是否支持,是否fordeal关注,统计时间段
禁销/宗教,24.0,0.0002238659789006315,0.5417,0.1605,石英表,0.00023319372802149113,0.520032,0.15408000000000002,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,23.0,0.00021453822977977185,0.0,0.0,靴子,0.0002984879718675087,0.06249374999999999,0.013387499999999998,否,否,2022-04-25~2022-05-09
禁销/宗教,22.0,0.0002052104806589122,0.8182,0.15,手链,0.00021453822977977183,0.7826260869565218,0.14347826086956522,否,否,2022-04-25~2022-05-09
禁销/宗教,20.0,0.00018655498241719291,0.65,0.25,A型连衣裙,0.0006063036928558769,0.4461846153846154,0.15176153846153845,否,否,2022-04-25~2022-05-09
禁销/宗教,20.0,0.00018655498241719291,0.15,0.1364,短袖衬衫,0.00019588273153805255,0.14285714285714285,0.1299047619047619,否,否,2022-04-25~2022-05-09
禁销/宗教,19.0,0.00017722723329633325,0.1053,0.0667,苹果手机保护壳/套,0.0002331937280214911,0.080028,0.050691999999999994,否,否,2022-04-25~2022-05-09
禁销/色情低俗,19.0,0.00017722723329633325,0.5263,0.303,现代装饰画,0.0007182366823061927,0.4415337662337662,0.32889090909090907,否,否,2022-04-25~2022-05-09
禁销/色情低俗,19.0,0.00017722723329633325,0.9474,1.0,女式情趣内裤,0.00017722723329633325,0.9474,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,19.0,0.00017722723329633325,0.5263,0.3226,欧美模特套装,0.0006436146893393156,0.6087246376811593,0.1743173913043478,否,否,2022-04-25~2022-05-09
禁销/色情低俗,18.0,0.0001678994841754736,0.5556,0.3226,连体泳衣,0.00017722723329633325,0.5789894736842106,0.3582526315789474,否,否,2022-04-25~2022-05-09
禁销/宗教,17.0,0.00015857173505461397,0.5294,0.2903,礼服/晚装,0.00031714347010922795,0.7059,0.1838,否,否,2022-04-25~2022-05-09
禁销/色情低俗,17.0,0.00015857173505461397,0.8824,0.0773,礼服/晚装,0.00031714347010922795,0.7059,0.1838,否,否,2022-04-25~2022-05-09
禁销/宗教,16.0,0.00014924398593375434,0.875,0.4667,半身裙,0.00016789948417547364,0.8333333333333333,0.4192888888888888,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,16.0,0.00014924398593375434,0.0,0.0,电子表,0.00017722723329633328,0.10526842105263157,0.015031578947368422,否,否,2022-04-25~2022-05-09
禁销/宗教,15.0,0.00013991623681289467,0.3333,0.2,正装皮鞋,0.00013991623681289467,0.3333,0.2,否,否,2022-04-25~2022-05-09
禁销/宗教,15.0,0.00013991623681289467,1.0,0.1111,耳环,0.00013991623681289467,1.0,0.1111,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,15.0,0.00013991623681289467,0.0,0.0,智能手表,0.0001492439859337543,0.06250000000000001,0.007812500000000002,否,否,2022-04-25~2022-05-09
禁销/色情低俗,14.0,0.00013058848769203503,0.0714,1.0,其他用品,0.00013058848769203503,0.0714,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,14.0,0.00013058848769203503,0.0714,0.0043,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销/宗教,14.0,0.00013058848769203503,0.5714,0.3077,衬衫,0.0002425214771423508,0.7307692307692307,0.2958846153846154,否,否,2022-04-25~2022-05-09
禁销/色情低俗,14.0,0.00013058848769203503,0.9286,0.619,身部链,0.00014924398593375434,0.9375249999999998,0.6041249999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,13.0,0.00012126073857117538,0.3846,0.2778,缝纫配件,0.00013058848769203503,0.3571285714285714,0.25795714285714283,否,否,2022-04-25~2022-05-09
禁销/宗教,13.0,0.00012126073857117538,0.3846,0.2632,挂毯/壁毯,0.00017722723329633325,0.31577894736842105,0.2677947368421053,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,13.0,0.00012126073857117538,0.0,0.0,野餐炉具,0.00013058848769203503,0.07142857142857144,0.00595,否,否,2022-04-25~2022-05-09
禁销/宗教,13.0,0.00012126073857117538,0.6923,0.1429,拎包/手提包,0.00012126073857117538,0.6923,0.1429,否,否,2022-04-25~2022-05-09
禁销/色情低俗,12.0,0.00011193298945031575,0.9167,0.2821,衬衫,0.0002425214771423508,0.7307692307692307,0.2958846153846154,否,否,2022-04-25~2022-05-09
禁销/宗教,12.0,0.00011193298945031575,0.5,0.2857,男士背包,0.00013058848769203503,0.4285714285714286,0.24488571428571432,否,否,2022-04-25~2022-05-09
禁销/宗教,12.0,0.00011193298945031575,0.1667,0.3333,贴纸/贴画,0.00011193298945031575,0.1667,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,12.0,0.00011193298945031575,0.0833,0.2,桌布/桌旗/桌椅套/椅垫,0.00011193298945031575,0.0833,0.2,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,12.0,0.00011193298945031575,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/宗教,11.0,0.0001026052403294561,0.8182,0.8182,其他DIY饰品配件,0.00011193298945031575,0.7500166666666667,0.7500166666666667,否,否,2022-04-25~2022-05-09
禁销/宗教,11.0,0.0001026052403294561,0.9091,0.2857,小夜灯,0.00013058848769203503,0.7142928571428572,0.22447857142857144,否,否,2022-04-25~2022-05-09
禁销/宗教,10.0,9.327749120859646e-05,0.6,0.375,纹身贴,0.00013058848769203503,0.6428571428571428,0.3903142857142857,否,否,2022-04-25~2022-05-09
禁销/色情低俗,10.0,9.327749120859646e-05,0.7,0.0824,其他连衣裙,0.00013991623681289467,0.6666666666666667,0.17993333333333333,否,否,2022-04-25~2022-05-09
禁销/宗教,10.0,9.327749120859646e-05,0.1,0.0167,休闲鞋,0.00010260524032945611,0.09090909090909091,0.015181818181818182,否,否,2022-04-25~2022-05-09
禁销/宗教,9.0,8.39497420877368e-05,0.4444,0.0769,休闲短裤,8.39497420877368e-05,0.4444,0.0769,否,否,2022-04-25~2022-05-09
禁销/宗教,9.0,8.39497420877368e-05,0.7778,0.7,分体泳衣,0.0007648754279104909,0.8414524390243903,0.26778658536585365,否,否,2022-04-25~2022-05-09
禁销/宗教,9.0,8.39497420877368e-05,0.4444,0.8,气球,8.39497420877368e-05,0.4444,0.8,否,否,2022-04-25~2022-05-09
禁销,9.0,8.39497420877368e-05,0.0,0.0,套装（不包含爬服类）,0.00013991623681289467,0.26668,0.039040000000000005,否,否,2022-04-25~2022-05-09
禁销/宗教,9.0,8.39497420877368e-05,0.2222,0.0476,靴子,0.0002984879718675087,0.06249374999999999,0.013387499999999998,否,否,2022-04-25~2022-05-09
禁销/宗教,9.0,8.39497420877368e-05,1.0,0.4737,连身衣/爬服/哈衣,8.39497420877368e-05,1.0,0.4737,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.5,0.5,T恤,7.462199296687717e-05,0.5,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.0,0.0,女士背包,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.125,0.1667,牛仔长裤,9.327749120859647e-05,0.09999999999999999,0.13335999999999998,否,否,2022-04-25~2022-05-09
禁销/色情低俗,8.0,7.462199296687717e-05,0.125,1.0,其他男用,8.394974208773682e-05,0.1111111111111111,0.8888888888888888,否,否,2022-04-25~2022-05-09
禁销/色情低俗,8.0,7.462199296687717e-05,0.5,1.0,身体乳/霜,7.462199296687717e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.5,0.16,X型连衣裙,0.00010260524032945611,0.4545363636363636,0.11810909090909091,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.875,0.35,潜水套装,0.0005503371981307191,0.711886440677966,0.3276118644067796,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.0,0.0,男运动中长裤、短裤,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.5,0.0851,单肩包,7.462199296687717e-05,0.5,0.0851,否,否,2022-04-25~2022-05-09
禁销,8.0,7.462199296687717e-05,0.0,0.0,短袖T恤,0.0020241215592265434,0.4977391705069123,0.3122156682027649,否,否,2022-04-25~2022-05-09
涉政,8.0,7.462199296687717e-05,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销/宗教,8.0,7.462199296687717e-05,0.75,0.075,时尚拖鞋,7.462199296687717e-05,0.75,0.075,否,否,2022-04-25~2022-05-09
禁销/宗教,7.0,6.529424384601752e-05,0.4286,0.1071,床品套件/四件套/多件套,7.462199296687717e-05,0.37502499999999994,0.09371249999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,7.0,6.529424384601752e-05,0.5714,0.5714,更多日用品,8.394974208773682e-05,0.44442222222222216,0.44442222222222216,否,否,2022-04-25~2022-05-09
禁销/色情低俗,7.0,6.529424384601752e-05,1.0,1.0,情趣文胸套装,6.529424384601752e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,7.0,6.529424384601752e-05,0.7143,0.5,其它手办,0.0001212607385711754,0.5384769230769231,0.2876923076923077,否,否,2022-04-25~2022-05-09
禁销/宗教,7.0,6.529424384601752e-05,0.4286,0.1364,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
禁销/宗教,7.0,6.529424384601752e-05,0.1429,0.0769,手拿包,6.529424384601752e-05,0.1429,0.0769,否,否,2022-04-25~2022-05-09
禁销/色情低俗,6.0,5.596649472515787e-05,0.8333,1.0,情趣丝袜,5.596649472515787e-05,0.8333,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.6667,0.0976,套装（不包含爬服类）,0.00013991623681289467,0.26668,0.039040000000000005,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.8333,0.1042,凉鞋,6.529424384601752e-05,0.7142571428571429,0.08931428571428572,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.0,0.0,女装卫衣,5.596649472515787e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.5,0.1579,摆件,9.327749120859647e-05,0.29999999999999993,0.09473999999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.0,0.0,宣传单/海报/说明书,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.6667,0.1379,机械表,5.596649472515787e-05,0.6667,0.1379,否,否,2022-04-25~2022-05-09
禁销/色情低俗,6.0,5.596649472515787e-05,0.1667,0.0185,H型连衣裙,9.327749120859646e-05,0.10001999999999998,0.011099999999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.6667,0.5714,男士运动背心,5.596649472515787e-05,0.6667,0.5714,否,否,2022-04-25~2022-05-09
禁销/宗教,6.0,5.596649472515787e-05,0.5,1.0,酒架,5.596649472515787e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
禁销,6.0,5.596649472515787e-05,0.0,0.0,无檐帽,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.2,0.0909,其他手机保护壳/套,6.529424384601752e-05,0.28571428571428575,0.13635714285714287,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.8,0.2,项坠/吊坠,6.529424384601752e-05,0.5714285714285715,0.14285714285714288,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,1.0,0.1163,男式板鞋,4.663874560429823e-05,1.0,0.1163,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,1.0,0.2083,文胸套装,4.663874560429823e-05,1.0,0.2083,否,否,2022-04-25~2022-05-09
侵权,5.0,4.663874560429823e-05,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销,5.0,4.663874560429823e-05,0.0,0.0,儿童演出服,4.663874560429823e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.6,0.375,其他连衣裙,0.00013991623681289467,0.6666666666666667,0.17993333333333333,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.2,0.3333,挂毯/壁毯,0.00017722723329633325,0.31577894736842105,0.2677947368421053,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,1.0,0.2083,女士塑身美体裤,4.663874560429823e-05,1.0,0.2083,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.6,0.2308,夹克/外套,5.596649472515787e-05,0.5,0.19233333333333336,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,1.0,0.0714,耳钉,4.663874560429823e-05,1.0,0.0714,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.8,1.0,丰胸精油,4.663874560429823e-05,0.8,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.2,0.5,旅行袋,4.663874560429823e-05,0.2,0.5,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,5.0,4.663874560429823e-05,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.4,0.1176,浴室用品配件,7.462199296687717e-05,0.375,0.09433749999999999,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.8,0.1143,鸭舌帽,6.529424384601752e-05,0.5714285714285715,0.08164285714285714,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.4,0.1,休闲裤,8.394974208773682e-05,0.4444444444444444,0.35186666666666666,否,否,2022-04-25~2022-05-09
禁销/宗教,5.0,4.663874560429823e-05,0.0,0.0,贴纸,4.663874560429823e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.6,0.75,丝袜,4.663874560429823e-05,0.6,0.75,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.8,0.069,连体长裤,6.529424384601752e-05,0.5714285714285715,0.049285714285714294,否,否,2022-04-25~2022-05-09
禁销/医疗器械,5.0,4.663874560429823e-05,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/色情低俗,5.0,4.663874560429823e-05,0.2,1.0,男连体衣裤,4.663874560429823e-05,0.2,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.75,0.4286,纹身贴,0.00013058848769203503,0.6428571428571428,0.3903142857142857,否,否,2022-04-25~2022-05-09
禁销,4.0,3.7310996483438584e-05,0.0,0.0,现代装饰画,0.0007182366823061927,0.4415337662337662,0.32889090909090907,否,否,2022-04-25~2022-05-09
禁销,4.0,3.7310996483438584e-05,0.0,0.0,溜冰鞋/旱冰鞋,4.663874560429823e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.0,0.0,休闲长裤,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,4.0,3.7310996483438584e-05,0.0,0.0,手机电池,3.7310996483438584e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,1.0,0.3077,运动鞋,3.7310996483438584e-05,1.0,0.3077,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.75,0.2143,钥匙扣,3.7310996483438584e-05,0.75,0.2143,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,1.0,0.1,连体短裤,4.663874560429823e-05,0.8,0.08000000000000002,否,否,2022-04-25~2022-05-09
禁销,4.0,3.7310996483438584e-05,0.0,0.0,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.75,0.3,丰胸乳霜,3.7310996483438584e-05,0.75,0.3,否,否,2022-04-25~2022-05-09
禁销/香港管制,4.0,3.7310996483438584e-05,0.0,0.0,其它骑士装备,3.7310996483438584e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.5,0.3333,长袖衬衫,6.529424384601752e-05,0.28571428571428575,0.19045714285714288,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.0,0.0,休闲长裤,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.75,0.12,整顶假发,4.663874560429823e-05,0.6000000000000001,0.096,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.5,0.6667,休闲裤,8.394974208773682e-05,0.4444444444444444,0.35186666666666666,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.75,0.75,瘦身贴/暖宫贴,5.596649472515788e-05,0.5,0.5,否,否,2022-04-25~2022-05-09
禁销/色情低俗,4.0,3.7310996483438584e-05,0.75,0.1429,男士泳衣,3.7310996483438584e-05,0.75,0.1429,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.75,0.4286,手提包,3.7310996483438584e-05,0.75,0.4286,否,否,2022-04-25~2022-05-09
侵权,4.0,3.7310996483438584e-05,0.0,0.0,苹果手机保护壳/套,0.0002331937280214911,0.080028,0.050691999999999994,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.5,0.125,其他收纳包,3.7310996483438584e-05,0.5,0.125,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.25,0.0667,高跟鞋,3.7310996483438584e-05,0.25,0.0667,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.25,0.0526,连衣裙,4.663874560429823e-05,0.2,0.042080000000000006,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.0,0.0,H型连衣裙,9.327749120859646e-05,0.10001999999999998,0.011099999999999999,否,否,2022-04-25~2022-05-09
违禁/管制刀具,4.0,3.7310996483438584e-05,0.25,0.0263,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
禁销/宗教,4.0,3.7310996483438584e-05,0.5,0.0714,女士上衣,5.596649472515788e-05,0.5,0.059500000000000004,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,1.0,其他保养,2.7983247362578937e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.6667,鼠标垫/贴/腕垫,5.596649472515787e-05,0.83335,0.63335,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.125,发夹,2.7983247362578937e-05,0.6667,0.125,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,0.15,睡裙,5.596649472515787e-05,0.66665,0.2,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,0.6667,0.0526,女士睡衣/家居服套装,5.596649472515787e-05,0.6667,0.10965,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.1667,女士睡衣/家居服套装,5.596649472515787e-05,0.6667,0.10965,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.0,0.0,高跟凉鞋,2.7983247362578937e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,0.3333,女士塑身连体衣,2.7983247362578937e-05,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.3333,0.25,睡裙,5.596649472515787e-05,0.66665,0.2,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,0.6,鼠标垫/贴/腕垫,5.596649472515787e-05,0.83335,0.63335,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.6667,笔记本个性小贴纸,4.663874560429823e-05,0.40002,0.40002,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.5,手表礼盒,2.7983247362578937e-05,0.6667,0.5,否,否,2022-04-25~2022-05-09
禁销,3.0,2.7983247362578937e-05,0.0,0.0,COSPLAY配件/道具/人偶服,2.7983247362578937e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,1.0,糖盒/糖盒配件,2.7983247362578937e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,1.0,彩泥/橡皮泥,2.7983247362578937e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,0.75,纤体霜,2.7983247362578937e-05,1.0,0.75,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.6667,0.0952,电子表,0.00017722723329633328,0.10526842105263157,0.015031578947368422,否,否,2022-04-25~2022-05-09
禁销/毒品,3.0,2.7983247362578937e-05,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,1.0,毛巾/面巾,2.7983247362578937e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,0.0,0.0,长袖衬衫,6.529424384601752e-05,0.28571428571428575,0.19045714285714288,否,否,2022-04-25~2022-05-09
禁销,3.0,2.7983247362578937e-05,0.0,0.0,欧美模特套装,0.0006436146893393156,0.6087246376811593,0.1743173913043478,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,0.5,16岁),2.7983247362578937e-05,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,1.0,玻璃杯,3.7310996483438584e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,3.0,2.7983247362578937e-05,0.0,0.0,U盘,2.7983247362578937e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,1.0,0.0448,外穿背心/吊带,3.7310996483438584e-05,0.75,0.0336,否,否,2022-04-25~2022-05-09
禁销/宗教,3.0,2.7983247362578937e-05,1.0,0.3,比基尼,0.0008861361664816664,0.73688,0.45698105263157895,否,否,2022-04-25~2022-05-09
