,出现次数,标签占比,标签召回率,标签查准率,品类,品类占比,品类召回率,品类查准率,机审是否支持,是否fordeal关注,统计时间段
禁销/色情低俗,3.0,2.7983247362578937e-05,0.6667,0.08,其它手办,0.0001212607385711754,0.5384769230769231,0.2876923076923077,否,否,2022-04-25~2022-05-09
禁销/色情低俗,3.0,2.7983247362578937e-05,0.3333,0.0064,X型连衣裙,0.00010260524032945611,0.4545363636363636,0.11810909090909091,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,3.0,2.7983247362578937e-05,0.0,0.0,项链,0.0003824377139552454,0.6829121951219513,0.0636048780487805,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,美容仪,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,头巾/头套,2.798324736257894e-05,0.3333333333333333,0.16666666666666666,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,2.0,1.8655498241719292e-05,0.0,0.0,普通监控摄像机,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,浴室用品配件,7.462199296687717e-05,0.375,0.09433749999999999,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,瘦身贴/暖宫贴,5.596649472515788e-05,0.5,0.5,否,否,2022-04-25~2022-05-09
违禁/管制刀具,2.0,1.8655498241719292e-05,0.0,0.0,其它手办,0.0001212607385711754,0.5384769230769231,0.2876923076923077,否,否,2022-04-25~2022-05-09
违禁/管制刀具,2.0,1.8655498241719292e-05,1.0,0.1053,其它工具,1.8655498241719292e-05,1.0,0.1053,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,2.0,1.8655498241719292e-05,0.0,0.0,摆件,9.327749120859647e-05,0.29999999999999993,0.09473999999999999,否,否,2022-04-25~2022-05-09
违禁/管制刀具,2.0,1.8655498241719292e-05,1.0,0.0488,其它园艺用品,2.798324736257894e-05,0.6666666666666666,0.03253333333333333,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,袖扣,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,项链,0.0003824377139552454,0.6829121951219513,0.0636048780487805,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,2.0,1.8655498241719292e-05,0.0,0.0,移动电源,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,2.0,1.8655498241719292e-05,0.0,0.0,小夜灯,0.00013058848769203503,0.7142928571428572,0.22447857142857144,否,否,2022-04-25~2022-05-09
违禁/枪支弹药,2.0,1.8655498241719292e-05,0.0,0.0,登山鞋/徒步鞋,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,1.0,1.0,震动棒,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
涉政,2.0,1.8655498241719292e-05,0.0,0.0,男士背包,0.00013058848769203503,0.4285714285714286,0.24488571428571432,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.5,1.0,护臀膏,1.8655498241719292e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,0.5,桌游卡牌,2.798324736257894e-05,0.3333333333333333,0.3333333333333333,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,1.0,平顶帽/提琴帽,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/赌博,2.0,1.8655498241719292e-05,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,1.0,原厂烟灰缸,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.4,发箍,1.8655498241719292e-05,1.0,0.4,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.125,四件套,1.8655498241719292e-05,1.0,0.125,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,2.0,1.8655498241719292e-05,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,2.0,1.8655498241719292e-05,0.0,0.0,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.0,0.0,短袖T恤,0.0020241215592265434,0.4977391705069123,0.3122156682027649,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,沙滩裤,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,1.0,女士睡袍/浴袍,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,1.0,0.5,按摩瘦身贴/溶脂带,1.8655498241719292e-05,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.6667,开瓶器,1.8655498241719292e-05,1.0,0.6667,否,否,2022-04-25~2022-05-09
侵权,2.0,1.8655498241719292e-05,0.0,0.0,短袖T恤,0.0020241215592265434,0.4977391705069123,0.3122156682027649,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.3333,拖鞋,1.8655498241719292e-05,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.4,拼图/拼板,1.8655498241719292e-05,1.0,0.4,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.5,0.0556,牛仔短裤,1.8655498241719292e-05,0.5,0.0556,否,否,2022-04-25~2022-05-09
涉政,2.0,1.8655498241719292e-05,0.0,0.0,鸭舌帽,6.529424384601752e-05,0.5714285714285715,0.08164285714285714,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,DIY模具,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,0.3333,防晒袖套,2.798324736257894e-05,0.3333333333333333,0.22219999999999998,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,中筒靴,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,1.0,0.1667,塑身裤,1.8655498241719292e-05,1.0,0.1667,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,1.0,贺卡/明信片,1.8655498241719292e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.6667,身体彩绘,1.8655498241719292e-05,1.0,0.6667,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,耳机配件,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.6667,车模,1.8655498241719292e-05,1.0,0.6667,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.5,身部链,0.00014924398593375434,0.9375249999999998,0.6041249999999999,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.5,0.0357,女士上衣,5.596649472515788e-05,0.5,0.059500000000000004,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,1.0,0.2222,打底短裤,1.8655498241719292e-05,1.0,0.2222,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,连体长裤,6.529424384601752e-05,0.5714285714285715,0.049285714285714294,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,1.0,皮衣,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.0769,皇冠配饰,1.8655498241719292e-05,1.0,0.0769,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,0.5,野餐包/户外餐具套装,2.798324736257894e-05,0.6666666666666666,0.38889999999999997,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,Cosplay男装,2.798324736257894e-05,0.3333333333333333,0.16666666666666666,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.5,0.04,半身裙,0.00016789948417547364,0.8333333333333333,0.4192888888888888,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,1.0,酒杯,1.8655498241719292e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
涉政,2.0,1.8655498241719292e-05,0.0,0.0,无檐帽,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.3333,裹裙/披纱,0.0003264712192300876,0.51424,0.6749914285714287,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.6667,牛仔裤,1.8655498241719292e-05,1.0,0.6667,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,短袖Polo衫,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,长袖T恤,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/毒品,2.0,1.8655498241719292e-05,0.0,0.0,短袖T恤,0.0020241215592265434,0.4977391705069123,0.3122156682027649,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,1.0,装扮用品,1.8655498241719292e-05,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,1.0,亲子装上装,1.8655498241719292e-05,0.5,1.0,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,其它罩类/套类,2.798324736257894e-05,0.3333333333333333,0.08333333333333333,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,0.25,保温袋,1.8655498241719292e-05,0.5,0.25,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.5,0.0833,项链,0.0003824377139552454,0.6829121951219513,0.0636048780487805,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.5,冰格/制冰袋,1.8655498241719292e-05,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/药品,2.0,1.8655498241719292e-05,0.0,0.0,乳液/面霜,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,2.0,1.8655498241719292e-05,0.0,0.0,电动/遥控车,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,2.0,1.8655498241719292e-05,0.0,0.0,坎肩T恤,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.5,0.3333,牛仔外套,1.8655498241719292e-05,0.5,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,男士跑步鞋,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,1.0,0.037,胸针,2.798324736257894e-05,0.6666666666666666,0.024666666666666663,否,否,2022-04-25~2022-05-09
禁销/色情低俗,2.0,1.8655498241719292e-05,0.0,0.0,宣传单/海报/说明书,7.462199296687717e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,2.0,1.8655498241719292e-05,0.0,0.0,腰包/胸包,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,排梳,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,抱婴腰带/腰凳,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.2,其他,1.8655498241719292e-05,0.5,0.1,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,保温杯,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,乐福鞋/单鞋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,亚洲模特套装,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,三明治机,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,中袖T恤,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,不干胶标签,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,阿拉伯女装,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,智能手环,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,美甲饰品,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,马克笔,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,首饰盒,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,首饰展示架,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,餐桌罩,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.3333,餐具瓷器套装,9.327749120859646e-06,1.0,0.3333,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,领带夹,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,钢笔,0.0003357989683509472,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,野餐篮/鸡蛋蓝/食品袋,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.0833,野餐炉具,0.00013058848769203503,0.07142857142857144,0.00595,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,野餐垫,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,连体短裤,4.663874560429823e-05,0.8,0.08000000000000002,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,Hifi音箱,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,其它美容/美体工具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,耳机配件,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,Cosplay男装,2.798324736257894e-05,0.3333333333333333,0.16666666666666666,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,短袖Polo衫,2.798324736257894e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,抱枕/靠垫,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,缝纫配件,0.00013058848769203503,0.3571285714285714,0.25795714285714283,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,其它烘焙器具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,其它日用家电,0.00041974871043868407,0.08889333333333332,0.023555555555555552,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,其它按摩器材,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,鱼缸清洁用具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,苹果手机保护壳/套,0.0002331937280214911,0.080028,0.050691999999999994,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.25,装饰台灯,9.327749120859646e-06,1.0,0.25,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,短袖衬衫,0.00019588273153805255,0.14285714285714285,0.1299047619047619,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.5,其他Polo衫,9.327749120859646e-06,1.0,0.5,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,漏食球,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/安全隐患类,1.0,9.327749120859646e-06,0.0,0.0,胸针,2.798324736257894e-05,0.6666666666666666,0.024666666666666663,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,挂毯/壁毯,0.00017722723329633325,0.31577894736842105,0.2677947368421053,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,户外面罩,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,小夜灯,0.00013058848769203503,0.7142928571428572,0.22447857142857144,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,家居服套装,1.8655498241719292e-05,0.5,0.1,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,口腔护理工具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,拔罐器,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/医疗器械,1.0,9.327749120859646e-06,0.0,0.0,马克杯,0.0034792504220806475,0.27611689008042894,0.3300788203753351,否,否,2022-04-25~2022-05-09
禁销/危险化学品类,1.0,9.327749120859646e-06,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/安全隐患类,1.0,9.327749120859646e-06,0.0,0.0,其它节庆用品,0.0008488251699982278,0.36263736263736257,0.1994505494505494,否,否,2022-04-25~2022-05-09
禁销/安全隐患类,1.0,9.327749120859646e-06,0.0,0.0,冰箱磁性贴,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,连体泳衣,0.00017722723329633325,0.5789894736842106,0.3582526315789474,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.0714,脚链,9.327749120859646e-06,1.0,0.0714,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,1.0,9.327749120859646e-06,0.0,0.0,三星手机保护壳/套,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,枕套,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,智能手表手环表带/腕带,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.125,智能手表,0.0001492439859337543,0.06250000000000001,0.007812500000000002,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,景观庭院灯饰,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销,1.0,9.327749120859646e-06,0.0,0.0,仿真娃娃,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,无框画挂钟,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,斜挎包,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.2,沙发套,9.327749120859646e-06,1.0,0.2,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,湿巾,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,烛台,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,牙贴,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,理发器,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,电扇/风扇防尘罩,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,电脑罩,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,男士背心,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,男士足球服,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,男士骑行服,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,男装背心,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,男运动t恤,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,男运动套装,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,百洁布,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,皮带/腰带,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,盲盒,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,短裤（非牛仔）,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
侵权,1.0,9.327749120859646e-06,0.0,0.0,休闲鞋,0.00010260524032945611,0.09090909090909091,0.015181818181818182,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,橱柜灯,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,1.0,9.327749120859646e-06,0.0,0.0,其他手机保护壳/套,6.529424384601752e-05,0.28571428571428575,0.13635714285714287,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,死皮剪/死皮叉,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,1.0,9.327749120859646e-06,0.0,0.0,婚庆印章,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/易燃易爆品,1.0,9.327749120859646e-06,0.0,0.0,烛台,1.8655498241719292e-05,0.0,0.0,否,否,2022-04-25~2022-05-09
涉政,1.0,9.327749120859646e-06,0.0,0.0,防晒袖套,2.798324736257894e-05,0.3333333333333333,0.22219999999999998,否,否,2022-04-25~2022-05-09
禁销/暴力血腥,1.0,9.327749120859646e-06,0.0,0.0,更多日用品,8.394974208773682e-05,0.44442222222222216,0.44442222222222216,否,否,2022-04-25~2022-05-09
禁销/毒品,1.0,9.327749120859646e-06,0.0,0.0,宽沿帽/太阳帽,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/毒品,1.0,9.327749120859646e-06,0.0,0.0,帽子,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/毒品,1.0,9.327749120859646e-06,0.0,0.0,床品套件/四件套/多件套,7.462199296687717e-05,0.37502499999999994,0.09371249999999999,否,否,2022-04-25~2022-05-09
禁销/毒品,1.0,9.327749120859646e-06,0.0,0.0,牛仔长裤,9.327749120859647e-05,0.09999999999999999,0.13335999999999998,否,否,2022-04-25~2022-05-09
禁销/毒品,1.0,9.327749120859646e-06,0.0,0.0,笔记本个性小贴纸,4.663874560429823e-05,0.40002,0.40002,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,CPU,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,USB HUB/转换器,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,其他水具,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,平板电脑/MID,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,手提秤/挂秤,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/电子类违禁产品,1.0,9.327749120859646e-06,0.0,0.0,手机充电器,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,0.1667,其他美甲工具,9.327749120859646e-06,1.0,0.1667,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,空气净化/氧吧,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,0.0,0.0,搅拌棒,9.327749120859646e-06,0.0,0.0,否,否,2022-04-25~2022-05-09
禁销/宗教,1.0,9.327749120859646e-06,1.0,1.0,桌布,9.327749120859646e-06,1.0,1.0,否,否,2022-04-25~2022-05-09
